split,case_id,case_name,case_type,class_action_sought,num_source_docs,raw_word_count,summary_clean_word_count,modeling_clean_word_count
train,PN-NY-0018,Charles v. City of New York,Policing,No,5,35246,34866,34818
train,PC-NY-0058,Milstein v. Federal Bureau of Prisons,Prison Conditions,Yes,3,8174,8144,8149
train,CJ-MA-0001,Doe v. Patrick,Criminal Justice (Other),Yes,5,19714,19024,19026
train,PB-IN-0007,Bowling v. Pence,Public Benefits / Government Services,No,3,11756,11516,11550
train,IM-DC-0064,"Centro Presente, Inc. v. McAleenan",Immigration and/or the Border ,No,3,26970,26170,26178
train,PN-CO-0003,Abay v. Denver,Policing,Yes,8,13986,13466,13463
train,PB-GA-0006,Inniss v. Aderhold,Public Benefits / Government Services,Yes,5,28982,28302,28324
train,JC-WA-0005,Wells v. City of Seattle,Jail Conditions,No,5,17776,17776,17802
train,IM-CA-0040,Intl. Molders' v. INS,Immigration and/or the Border ,Yes,7,37139,37135,37132
train,IM-TX-0005,In re Hutto Family Detention Center,Immigration and/or the Border ,No,55,249236,246422,246269
train,PR-MD-0001,District of Columbia and Maryland v. Trump,Presidential/Gubernatorial Authority,No,8,98390,96610,96580
train,EE-IL-0204,EEOC v. SHERWIN-WILLIAMS CO,Equal Employment,No,3,3738,3730,3740
train,EE-MD-0109,"EEOC v. Sligo Creek Nursing & Rehabilitation Center, Inc.",Equal Employment,No,3,2898,2898,2893
train,FA-VA-0002,Media Research Center v. Sebelius,Speech and Religious Freedom,No,3,11027,10697,10698
train,IM-NY-0045,Families for Freedom v. Chertoff,Immigration and/or the Border ,No,6,31682,31682,31685
train,CW-NV-0002,Clark K. v. Guinn,Child Welfare,Yes,12,136204,132934,132951
train,PC-PA-0046,Abu-Jamal v. Wetzel,Prison Conditions,No,3,22150,21881,21867
train,EE-TN-0124,EEOC v. TRI-STATE SECURITY INC,Equal Employment,No,6,5869,5869,5901
train,FA-NC-0001,Alpha Iota Omega Christian Fraternity v. Moeser,Speech and Religious Freedom,No,5,35269,34159,34181
train,PB-PA-0021,Commonwealth v. Trump,Public Benefits / Government Services,No,12,106204,103934,103892
train,ED-NY-0017,National Law Center on Homelessness and Poverty v. State of New York,Education,Yes,6,59675,57916,57981
train,CJ-NC-0009,Allison v. Allen,Criminal Justice (Other),Yes,5,18433,17703,17706
train,EE-OH-0036,EEOC v. IBEW Local No. 998,Equal Employment,No,7,11551,11515,11543
train,PB-TX-0016,Planned Parenthood Center for Choice v. Abbott,Public Benefits / Government Services,No,20,250984,242544,242453
train,PC-IN-0022,Willis v. Indiana Dept. of Correction,Prison Conditions,Yes,8,28014,27504,27564
train,EE-IL-0325,Radmanovich v. Combined Ins. Co.,Equal Employment,Yes,5,26720,26400,26392
train,DR-CA-0031,Dominguez v. Schwarzenegger,Disability Rights-Pub. Accom.,Yes,57,235181,235025,235281
train,PC-CO-0032,MoonShadow v. Raemisch,Prison Conditions,No,4,21739,21050,21002
train,FH-TX-0010,United States v. Texas Champion Bank,Fair Housing/Lending/Insurance,No,4,7849,7661,7669
train,PC-LA-0014,Ball v. LeBlanc,Prison Conditions,No,26,196675,194027,194033
train,PB-HI-0002,Jackson v. Abercrombie,Public Benefits / Government Services,No,6,63095,61199,61224
train,PB-SC-0001,Peter B. v. Sanford,Public Benefits / Government Services,No,19,89684,88952,88963
train,EE-IL-0242,"EEOC v. United Parcel Service, Inc.",Equal Employment,No,3,4103,4099,4102
train,PB-UT-0004,Planned Parenthood Association of Utah v. Herbert,Public Benefits / Government Services,No,7,34613,33471,33460
train,EE-IL-0041,"EEOC v. Ceisel Masonry, Inc.",Equal Employment,Yes,6,18696,18302,18322
train,JC-GA-0029,"Williams v. Clinch County, GA",Jail Conditions,Yes,5,19974,19974,19941
train,EE-OH-0096,Bert v. AK Steel Corp.,Equal Employment,Yes,12,52130,52130,52128
train,EE-TX-0002,EEOC v. 7-ELEVEN INC,Equal Employment,No,3,3147,3131,3136
train,JC-UT-0002,Prison Legal News v. Millard County,Jail Conditions,No,4,5931,5915,5907
train,JI-CA-0022,Taggart v. Solano County,Juvenile Institution,Yes,5,11512,11512,11500
train,PN-NJ-0003,Barnes v. Camden Police Department,Policing,No,6,9443,9181,9169
train,EE-PA-0234,EEOC v. Northwest Savings Bank,Equal Employment,No,4,6241,6241,6240
train,JC-FL-0020,Reynolds v. Hall,Jail Conditions,Yes,11,48154,45886,45910
train,EE-TX-0363,"EEOC v. THE LIGHTHOUSE SUPPER CLUB, INC.",Equal Employment,No,4,4918,4906,4915
train,EE-TX-0375,EEOC v. TXI Operations,Equal Employment,No,5,14451,14451,14449
train,EE-OR-0012,Equal Employment Opportunity Commission v. Qwest Corporation,Equal Employment,No,9,33364,33041,33056
train,IM-CA-0101,Defenders of Wildlife v. Duke,Immigration and/or the Border ,No,2,9503,9243,9246
train,EE-MO-0070,"EEOC v. Roswil, Inc., d/b/a Price Cutter",Equal Employment,No,4,4429,4429,4437
train,EE-CT-0006,"Equal Employment Opportunity Comm v. David Lerner Assoc, Inc.",Equal Employment,No,6,13006,12910,12898
train,PC-CO-0019,Cunningham v. Federal Bureau of Prisons,Prison Conditions,Yes,8,210770,204117,204064
train,CJ-GA-0009,Jones v. Grady County,Criminal Justice (Other),Yes,7,41294,40314,40304
train,EE-ID-0017,EEOC v. J.R. SIMPLOT,Equal Employment,No,3,9931,9476,9481
train,EE-IL-0253,EEOC v. WHITEHALL HOTEL,Equal Employment,No,8,39073,39017,39062
train,EE-NC-0064,EEOC v. LSRWM CORP dba RWM CASTERS,Equal Employment,No,4,5384,5384,5393
train,CJ-MO-0006,Jenkins v. City of Jennings,Criminal Justice (Other),Yes,9,42909,42909,42890
train,EE-MI-0042,EEOC v. Crowne Plaza Hotel,Equal Employment,No,3,3764,3764,3769
train,EE-AZ-0102,EEOC v. SUNWEST FEDERAL CREDIT UNION,Equal Employment,Yes,4,8976,8946,8946
train,IM-CA-0105,Inland Empire Immigrant Youth Collective v. Duke,Immigration and/or the Border ,Yes,23,258696,251240,251230
train,ID-NY-0002,John S. v. Cuomo,Intellectual Disability (Facility),Yes,4,14403,14351,14419
train,IM-CA-0129,Teneng v. Trump,Immigration and/or the Border ,Yes,2,19891,19501,19501
train,EE-MD-0119,EEOC v. THE GREAT ATLANTIC & PACIFIC TEA COMPANY INC,Equal Employment,No,4,5197,5193,5199
train,PB-PA-0013,Palladino v. Corbett,Public Benefits / Government Services,No,6,13680,13320,13322
train,ID-RI-0001,Iasimone v. Garrahy,Intellectual Disability (Facility),Yes,8,12651,12651,12646
train,EE-UT-0002,EEOC v. AUTOLIV A S P,Equal Employment,No,4,6281,6281,6292
train,EE-CA-0254,EEOC v. VULCAN MATERIALS COMPANY,Equal Employment,No,9,18380,17880,17877
train,CJ-MD-0002,Baker v. Saar,Criminal Justice (Other),No,7,21023,21023,21068
train,CW-MA-0001,Connor B. v. Patrick,Child Welfare,Yes,9,101535,99055,99089
train,PN-MI-0009,ACLU of Michigan v. FBI,Policing,No,5,18239,18239,18241
train,EE-WA-0082,EEOC v. Sound Parking,Equal Employment,No,3,3405,3389,3398
train,PC-SD-0005,Lambertz-Brinkman v. Reisch,Prison Conditions,Yes,7,12457,12247,12260
train,PC-NY-0080,Ramsay-Nobles v. Keyser,Prison Conditions,No,6,43016,41716,41725
train,FA-MI-0010,MK Chambers Co. v. Sebelius,Speech and Religious Freedom,No,9,57631,57631,57590
train,PC-VT-0005,McGee v. Pallito,Prison Conditions,Yes,13,36386,35700,35939
train,PC-TX-0020,Passion Star a/k/a Zollicoffer v. Livingston,Prison Conditions,No,7,44712,43980,43979
train,NS-CA-0005,Center for Constitutional Rights v. Obama,National Security,No,4,16138,16138,16131
train,JC-TX-0022,De Luna v. Hidalgo County,Jail Conditions,Yes,6,62475,61713,61726
train,FA-CA-0007,Askins v. U.S. Department of Homeland Security,Speech and Religious Freedom,No,9,53668,52912,52904
train,PB-FL-0002,Prado-Steiman v. Bush,Public Benefits / Government Services,Yes,10,53130,52662,52705
train,PN-CT-0002,Chacon v. East Haven Police Department,Policing,No,4,21700,21154,21161
train,EE-UT-0014,EEOC v. Reid School Inc.,Equal Employment,No,3,5509,5310,5316
train,EE-IL-0240,"EEOC v. United Air Lines, Inc.",Equal Employment,No,3,4955,4955,4951
train,PC-PR-0001,Feliciano v. Parole Board of the Commonwealth of Puerto Rico,Prison Conditions,Yes,32,479730,479110,479053
train,EE-MS-0028,"EEOC v. HILL BROTHERS CONSTRUCTION AND ENGINEERING COMPANY, INC.",Equal Employment,No,4,2736,2712,2713
train,IM-GA-0007,Georgia Latino Alliance for Human Rights v. Deal,Immigration and/or the Border ,Yes,9,102284,99578,99493
train,EE-AZ-0036,"EEOC v. Coast Energy Management, Inc.",Equal Employment,No,3,11256,11176,11180
train,EE-FL-0013,EEOC v. Abc Pizza,Equal Employment,No,4,6720,6476,6472
train,EE-MD-0039,EEOC v. THE FULLERTON ANIMAL HOSPITAL,Equal Employment,No,5,4982,4982,4982
train,IM-NY-0009,National Council of La Raza v. Gonzales,Immigration and/or the Border ,No,8,80110,80074,79802
train,IM-DC-0057,Leopold v. U.S. Immigration and Customs Enforcement,Immigration and/or the Border ,No,2,2240,2180,2180
train,JC-IL-0048,United States v. Cook County,Jail Conditions,No,20,332753,327807,327808
train,CJ-MS-0002,"Thompson v. Moss Point, Mississippi",Criminal Justice (Other),Yes,4,7385,7185,7182
train,EE-WA-0132,Moussouris v. Microsoft Corporation,Equal Employment,Yes,8,86830,86330,86326
train,EE-MO-0009,EEOC v. Assured Quality Title Company,Equal Employment,No,4,5643,5583,5585
train,CJ-VA-0003,LeBlanc v. Mathena,Criminal Justice (Other),No,6,40911,39895,39887
train,EE-MN-0081,"Modtland v. Mills Fleet Farm Inc., D. Minn.",Equal Employment,No,3,6353,6353,6357
train,NS-NY-0006,Amnesty v. Clapper,National Security,No,8,92486,92056,92026
train,EE-AR-0026,"EEOC v. ISSA ENTERPRISES, INC. DBA THE COLORADO GRILL",Equal Employment,No,4,4999,4909,4909
train,JC-NM-0004,Lira v. Dona Ana County,Jail Conditions,Yes,5,33932,33558,33570
train,EE-CO-0020,EEOC v. Echostar Communications Corporation nka Dish Ltd.,Equal Employment,No,8,14591,14381,14360
train,EE-PA-0118,"EEOC v. NORTH AMERICAN CABLE EQUIPMENT, INC.",Equal Employment,No,3,2466,2466,2469
train,PB-CA-0005,Kincaid v. City of Fresno,Public Benefits / Government Services,Yes,30,136596,134186,134109
train,PB-KY-0006,Miller v. Davis,Public Benefits / Government Services,Yes,22,151023,150807,150809
train,FA-UT-0002,Brown v. Herbert,Speech and Religious Freedom,No,7,80419,78593,78571
train,EE-NJ-0108,United States of America v. University of Medicine and Dentistry of New Jersey,Equal Employment,No,3,3342,3342,3339
train,PC-FL-0031,Demler v. Inch,Prison Conditions,Yes,7,20083,19523,19525
train,EE-GA-0063,EEOC v. NEW ENGLAND LIFE INSURANCE COMPANY,Equal Employment,No,4,4575,4575,4580
train,CJ-LA-0002,Snow v. Lambert,Criminal Justice (Other),Yes,4,11694,11472,11368
train,PC-ID-0009,Castillon v. Correction Corporation of America,Prison Conditions,No,9,82547,80823,80825
train,ED-DC-0008,Council of Parents Attorneys and Advocates (COPAA) v. DeVos,Education,No,3,27769,26787,26800
train,IM-ME-0002,American Civil Liberties Union of Maine Foundation v. U.S. Department of Homeland Security,Immigration and/or the Border ,No,3,40684,39644,39645
train,PC-AR-0014,Holt v. Hobbs,Prison Conditions,No,26,63553,61937,62165
train,EE-CA-0343,"Narayan v. EGL, Inc.",Equal Employment,Yes,8,75556,74961,74941
train,CJ-NV-0001,American Civil Liberties Union of Nevada v. Masto,Criminal Justice (Other),No,15,73421,71971,71997
train,NS-ID-0001,Smith v. Obama,National Security,No,7,32930,32668,32640
train,IM-WA-0046,Flores Tejada v. Godfrey,Immigration and/or the Border ,Yes,9,34077,33327,33320
train,PC-MT-0008,Disability Rights Montana v. Opper,Prison Conditions,No,7,51539,49375,49384
train,DR-CA-0059,Blanks v. AMC Entertainment,Disability Rights-Pub. Accom.,Yes,3,19442,19272,19273
train,EE-NV-0030,EEOC v. PROSPECT AIRPORT SERVICES,Equal Employment,No,8,22784,22526,22523
train,PC-IL-0032,Lippert v. Godinez,Prison Conditions,Yes,18,1042390,1035727,1035656
train,PC-CO-0024,Sardakowski v. Clements,Prison Conditions,No,7,66023,64433,64449
train,EE-NJ-0074,EEOC v. PORT ELIZABETH TERMINAL & WAREHOUSE,Equal Employment,No,4,5643,5441,5445
train,EE-IN-0025,EEOC v. City of Indianapolis,Equal Employment,No,6,6491,6491,6508
train,EE-TX-0334,EEOC v. SPHERION STAFFING GROUP AGENCY,Equal Employment,No,4,13544,13164,13183
train,EE-WA-0080,"EEOC v. RLS Inc., d/b/a ""SEBO's Do-It-Center""",Equal Employment,No,6,7137,7137,7142
train,DR-MA-0006,National Association of the Deaf v. Harvard University,Disability Rights-Pub. Accom.,Yes,7,59141,57551,57567
train,EE-AK-0006,"EEOC v. UNITED FREIGHT & TRANSPORT, INC.",Equal Employment,No,5,6592,6272,6270
train,IM-CA-0096,State of California v. Department of Homeland Security,Immigration and/or the Border ,No,15,182673,179501,179517
train,PB-MI-0015,Mays v. Snyder,Public Benefits / Government Services,Yes,5,48791,48734,48743
train,EE-GA-0020,"EEOC v. COLONIAL PROPERTIES TRUST, INC.",Equal Employment,No,4,5683,5563,5567
train,SD-GA-0002,Freeman v. Pitts,School Desegregation,Yes,25,137871,137871,137890
train,IM-CA-0145,Bhattarai v. Nielsen,Immigration and/or the Border ,Yes,3,20974,20504,20494
train,PC-DC-0023,Aref v. Holder,Prison Conditions,No,16,142098,138598,138663
train,IM-CA-0094,State of California v. Sessions,Immigration and/or the Border ,No,18,340432,331662,331161
train,PB-MA-0003,Hermanson v. The Commonwealth of Massachusetts,Public Benefits / Government Services,Yes,6,23419,23419,23542
train,PC-FL-0011,Osterback v. Moore,Prison Conditions,Yes,17,109021,107819,107815
train,EE-FL-0126,United States v. City of Winter Springs,Equal Employment,No,3,2900,2872,2864
train,PC-CA-0077,Bryant v. Federal Bureau of Prisons,Prison Conditions,No,8,119659,115456,115633
train,EE-LA-0071,"EEOC v. PRODUCTION MANAGEMENT INDUSTRIES, L.L.C.",Equal Employment,No,5,5580,5580,5605
train,JC-IN-0026,Gentry v. Floyd County,Jail Conditions,Yes,9,34565,33775,33727
train,EE-TX-0458,Armendariz v. Endeavor Energy,Equal Employment,No,8,7816,7726,7743
train,PN-TX-0004,Dawson v. City of Dallas,Policing,No,7,5475,5269,5274
train,NS-CA-0027,Electronic Frontier Foundation v. U.S. Department of Justice,National Security,No,3,14571,14311,14309
train,EE-NJ-0119,United States v. State of New Jersey,Equal Employment,No,9,69426,66366,66334
train,EE-FL-0002,EEOC v. AIRGUIDE CORPORATION,Equal Employment,No,16,25807,25287,25301
train,ED-OK-0003,DH v. Ponca City Independent School District No. 71,Education,No,5,8742,8566,8573
train,EE-FL-0005,"EEOC v. APPLIED INDUSTRIAL TECHNOLOGIES fka BEARINGS, INC.",Equal Employment,No,4,5313,5079,5059
train,PB-IL-0013,Bolden v. Stroger,Public Benefits / Government Services,Yes,4,11541,11485,11509
train,EE-AL-0097,United States v. Jefferson County,Equal Employment,Yes,60,393302,391432,391192
train,EE-NM-0016,EEOC v. Brink's Incorporated,Equal Employment,No,4,6321,6271,6269
train,PC-GA-0020,Gumm v. Jacobs,Prison Conditions,Yes,12,64279,62385,62772
train,EE-FL-0131,United States v. Metro Dade County,Equal Employment,No,3,3678,3560,3563
train,EE-MO-0017,"EEOC v. Bob Evans Farms, Inc.",Equal Employment,No,4,5002,4832,4837
train,EE-AK-0007,EEOC v. Zale Corporation,Equal Employment,No,4,4758,4706,4716
train,PC-MA-0035,Hudson v. Maloney,Prison Conditions,No,14,69157,67971,68008
train,IM-WA-0022,Ramirez-Martinez v. U.S. Immigration and Customs Enforcement,Immigration and/or the Border ,No,4,13234,12834,12831
train,PC-DC-0014,Green v. District of Columbia,Prison Conditions,Yes,5,27795,27687,27698
train,PB-WA-0008,Washington v. U.S. Department of Health and Human Services,Public Benefits / Government Services,No,5,44717,43487,43464
train,EE-FL-0100,"EEOC v. Rio Bravo International, Inc.",Equal Employment,No,30,66804,64517,64466
train,DR-NY-0006,"The Authors Guild v. Google, Inc.",Disability Rights-Pub. Accom.,Yes,19,313466,308766,308905
train,JC-AZ-0013,Valenzuela v. County of Maricopa,Jail Conditions,Yes,7,28534,27994,27995
train,EE-GA-0029,"EEOC v. GAMMAN'S ARCHITECTURAL d/b/a SKYLIGHTS INTERNATIONAL, INC.",Equal Employment,No,8,8896,8896,8890
train,IM-MD-0015,Mayor and City Council of Baltimore v. U.S. Department of Homeland Security,Immigration and/or the Border ,No,4,40542,39230,39239
train,EE-NC-0047,EEOC v. GOLD'S GYM,Equal Employment,No,3,2144,2058,2062
train,JC-NY-0027,McDaniel v. Schenectady County,Jail Conditions,Yes,18,84889,84869,84774
train,EE-FL-0057,"EEOC v. Gargiulo, Inc.",Equal Employment,No,11,20169,19373,19359
train,PB-OH-0009,Price v. Medicaid Director,Public Benefits / Government Services,Yes,11,77341,77341,77321
train,NS-PA-0002,George v. Reihl,National Security,No,10,36909,36147,36142
train,PC-NM-0003,Ayers v. Perry,Prison Conditions,Yes,4,19991,19879,19868
train,FA-MS-0004,Britton v. Anderson,Speech and Religious Freedom,No,5,17544,16915,16951
train,CJ-TN-0007,Rodriguez v. Providence Community Corrections,Criminal Justice (Other),Yes,10,80703,78744,78738
train,NS-DC-0005,Meshal v. Higgenbotham,National Security,No,6,63405,62215,62206
train,EE-OK-0049,"Johnson v. Tulsa, Okla.",Equal Employment,Yes,6,120066,118862,118839
train,IM-MA-0024,Augusto v. Moniz,Immigration and/or the Border ,Yes,6,36989,36089,36092
train,NS-NY-0019,The New York Times v. United States Department of Justice,National Security,No,4,13062,12606,12610
train,JC-IL-0054,Mays v. Thomas,Jail Conditions,Yes,19,329605,326441,326455
train,EE-TX-0390,EEOC v. United Parcel Service,Equal Employment,Yes,5,20004,19899,19892
train,PB-MA-0006,Gill v. Office of Personnel Management,Public Benefits / Government Services,No,24,357471,353601,352950
train,EE-ID-0027,"EEOC v. Burrito Shoppe LLC, dba Squeezers Giant Burgers",Equal Employment,No,8,19936,19700,19718
train,EE-IL-0205,EEOC v. Sidley Austin Brown & Wood,Equal Employment,No,17,33466,33204,33210
train,EE-FL-0037,"EEOC v. DENNY'S, INC.",Equal Employment,No,3,4952,4776,4777
train,EE-DE-0005,EEOC v. CITIBANK/CITIGROUP,Equal Employment,No,4,6729,6729,6740
train,NS-NY-0025,N.Y. Times Co. v. U.S. Department of Treasury,National Security,No,4,7611,7541,7537
train,PC-FL-0015,Millicorp v. Global Tel-Link Corporation,Prison Conditions,No,3,14586,14244,14375
train,JC-CA-0144,Criswell v. Boudreaux,Jail Conditions,Yes,9,99020,96500,96494
train,PN-DC-0016,Don't Shoot Portland v. Wolf,Policing,No,8,98086,95506,95456
train,EE-MO-0097,EEOC v. Whelan Security,Equal Employment,No,3,3286,3196,3194
train,FH-NY-0016,United States v. L&M 93rd Street LLC,Fair Housing/Lending/Insurance,No,17,72680,70209,70208
train,CJ-MS-0004,Kennedy v. City of Biloxi,Criminal Justice (Other),Yes,6,50592,49752,49712
train,EE-NY-0270,Griesing v. Greenberg Traurig,Equal Employment,Yes,3,29466,28936,28943
train,EE-WI-0021,EEOC v. JOURNAL COMMUNITY PUBLISHING GROUP INC,Equal Employment,No,4,13294,13266,13264
train,PC-IL-0034,Coleman v. Taylor,Prison Conditions,Yes,6,33361,32885,32891
train,ID-CA-0004,Richard S. v. Dept. of Developmental Services of California,Intellectual Disability (Facility),Yes,28,145558,145184,145226
train,ED-NE-0001,United States v. University of Nebraska at Kearney,Education,No,5,29278,29114,29121
train,PC-IN-0027,Smith v. Barr,Prison Conditions,Yes,8,43180,41980,41969
train,EE-DC-0045,AFGE TSA Local 1 v. Loy,Equal Employment,Yes,4,21575,21575,21589
train,MH-NY-0008,"Charles v. Orange County, New York",Mental Health (Facility),No,6,40102,39526,39529
train,CJ-TN-0010,Robinson v. Purkey,Criminal Justice (Other),Yes,8,84832,82649,82654
train,JC-WA-0009,Prison Legal News (PLN) v. Lewis County,Jail Conditions,No,6,18767,18317,18310
train,EE-CA-0220,EEOC v. Stephens Institute dba Academy of Art College,Equal Employment,No,6,10352,10202,10234
train,EE-NJ-0100,EEOC v. UNITED PARCEL SERVICE INC,Equal Employment,No,8,17909,17615,17617
train,CJ-AR-0005,Justice Network v. Craighead County,Criminal Justice (Other),No,5,32211,31315,31320
train,VR-DC-1167,Texas v. Holder,Election/Voting Rights,No,8,65207,64497,64510
train,PB-CA-0024,National Association of Chain Drug Stores v. Schwarzenegger,Public Benefits / Government Services,No,7,36467,35429,35429
train,NS-CA-0010,Electronic Frontier Foundation v. Department of Justice,National Security,No,8,33718,33718,33610
train,EE-NC-0012,"EEOC v. BLUE MAX TRUCKING, INC.",Equal Employment,No,4,5251,5251,5254
train,EE-AL-0036,EEOC v. Ryder / Ate,Equal Employment,No,5,9495,9179,9182
train,JC-CA-0114,Gabriel Carrillo v. Pantamitr Zunggeemoge,Jail Conditions,No,7,24831,24231,24236
train,EE-FL-0007,EEOC v. ASSOCIATED HOME HEALTH CARE OF PALM BEACH,Equal Employment,No,4,6155,6011,6026
train,IM-WA-0032,Ramirez Medina v. Asher [later U.S. Department of Homeland Security],Immigration and/or the Border ,No,28,371048,361630,361224
train,EE-PA-0251,Long v. Southeastern Pennsylvania Transportation Authority,Equal Employment,Yes,8,33881,32701,32703
train,FH-DC-0004,Greater New Orleans Fair Housing Action Center v. US Dept. of Housing and Urban Development,Fair Housing/Lending/Insurance,Yes,19,209338,203058,203011
train,IM-OH-0002,Martinez v. Chertoff,Immigration and/or the Border ,No,6,9156,9096,9102
train,VR-MA-0057,Delgado v. Galvin,Election/Voting Rights,No,12,79170,77344,77323
train,PB-NJ-0007,Disability Rights New Jersey v. Velez,Public Benefits / Government Services,No,11,78162,75072,75114
train,JC-PA-0037,Taha v. Bensalem Township,Jail Conditions,Yes,9,45349,44729,44740
train,FH-LA-0001,United States v. Collier,Fair Housing/Lending/Insurance,No,4,14035,13585,13588
train,CJ-PA-0005,Harold v. Richards,Criminal Justice (Other),Yes,3,16738,16248,16252
train,PB-CA-0028,California Pharmacists Association v. Maxwell-Jolly,Public Benefits / Government Services,No,5,61643,59722,59683
train,EE-NC-0111,EEOC v. TANDS INC. dba BOJANGLES,Equal Employment,No,3,3412,3412,3418
train,CJ-KY-0003,Moore v. Rees,Criminal Justice (Other),No,25,201303,197095,197120
train,EE-OH-0042,EEOC v. JEFF WYLER CHEVROLET,Equal Employment,No,11,21534,21516,21538
train,FA-IL-0011,Roman Catholic Diocese of Peoria v. Sebelius,Speech and Religious Freedom,No,4,17297,17109,17112
train,EE-IL-0332,Vasich v. City of Chicago,Equal Employment,Yes,7,61309,60457,60414
train,EE-TX-0081,"EEOC v. F & N Holdings, LLC d/b/a ""Club Uropa""",Equal Employment,No,4,5517,5359,5359
train,PC-WI-0014,Konitzer v. Bartow,Prison Conditions,No,7,49703,48893,48894
train,EE-OK-0048,"United States v. Langston University, The Board of Regents for the Oklahoma State University and Agricultural and Mechanical Colleges",Equal Employment,No,8,17215,16655,16655
train,IM-CO-0009,"Menocal v. The GEO Group, Inc.",Immigration and/or the Border ,Yes,6,35957,35167,35164
train,FA-MI-0011,"Infrastructure Alternatives, Inc. v. Sebelius",Speech and Religious Freedom,No,3,5142,5036,5038
train,EE-TX-0377,EEOC v. The Servicemaster Co. d/b/a Terminix International Co.,Equal Employment,No,9,9569,9339,9339
train,EE-DC-0026,Jane Doe v. District of Columbia,Equal Employment,No,9,15528,15465,15471
train,EE-MN-0084,Pagliolo v. Guidant Corp.,Equal Employment,Yes,7,45344,44874,44875
train,EE-CA-0362,Chen v. Western Digital Corporation,Equal Employment,Yes,3,25142,24422,24360
train,EE-TX-0059,ALICIA MANSEL v. BUILDERS GYPSUM SUPPLY LLC (f/d/b/a BUILDERS GYPSUM SUPPLY CO INC),Equal Employment,Yes,11,23228,22809,22823
train,IM-DC-0033,Muslim Advocates v. U.S. Department of State,Immigration and/or the Border ,No,5,8554,8194,8191
train,FA-MI-0006,Weingartz Supply Co. v. Sebelius,Speech and Religious Freedom,No,12,76501,76501,76497
train,IM-CA-0135,ACLU of Southern California v. U.S. Department of Homeland Security,Immigration and/or the Border ,No,3,2968,2898,2898
train,EE-TX-0410,"EEOC v. WESTLODGE HOSPITALITY, INC. dba EL PASO TRAVELODGE",Equal Employment,No,5,8236,8096,8099
train,EE-ID-0002,"EEOC v. AmeriPride Services, Inc.",Equal Employment,No,7,13488,13488,13498
train,EE-AZ-0032,"EEOC v. RV FUN, INC.",Equal Employment,No,5,7319,7303,7316
train,IM-DC-0054,Grace v. Sessions,Immigration and/or the Border ,No,12,93045,90565,90505
train,EE-GA-0015,"EEOC v. Boca Chica, Inc. D/B/A Loca Luna Restaurant",Equal Employment,No,4,5203,5203,5205
train,IM-TX-0036,"Joseph v. Signal International, LLC",Immigration and/or the Border ,No,23,150240,146038,146083
train,FH-VA-0003,United States v. C&F Mortgage Corp.,Fair Housing/Lending/Insurance,No,3,6493,6253,6261
train,PC-AL-0028,Hope v. Pelzer,Prison Conditions,No,12,32639,32539,32535
train,IM-TX-0049,State of Texas v. Nielsen,Immigration and/or the Border ,No,8,152105,150149,150132
train,EE-AR-0049,"EEOC v. Tobacco Superstores, Inc.",Equal Employment,Yes,5,16470,16160,16165
train,FH-PA-0007,Briggs v. Borough of Norristown,Fair Housing/Lending/Insurance,No,4,58097,56165,56177
train,JC-MI-0012,Russell v. Wayne County,Jail Conditions,Yes,11,182305,179201,179208
train,FH-SD-0003,United States v. TK Properties,Fair Housing/Lending/Insurance,No,4,9919,9629,9643
train,FA-PA-0017,Hudson v. Montgomery County,Speech and Religious Freedom,No,3,11933,11713,11669
train,FH-NY-0026,Washington v. U.S. Department of Housing and Urban Development,Fair Housing/Lending/Insurance,Yes,7,62146,60326,60305
train,CJ-OR-0001,Mendoza v. Garrett,Criminal Justice (Other),Yes,4,44714,43266,43279
train,FA-NY-0005,Priests for Life v. Sebelius,Speech and Religious Freedom,No,6,27710,26930,26932
train,EE-NY-0055,"EEOC v. FIRST WIRELESS GROUP, INC.",Equal Employment,No,12,41442,40560,40601
train,NS-DC-0007,Klayman v. Obama,National Security,No,26,196719,193059,193019
train,PC-MI-0047,Abrams v. Chapman,Prison Conditions,Yes,14,583869,574066,573547
train,EE-OH-0066,"EEOC v. SPITZER MANAGEMENT, INC.",Equal Employment,No,10,44509,44477,44517
train,EE-TN-0133,United States of America v. Tennessee Department of Transportation,Equal Employment,No,3,9111,9031,9029
train,PC-AZ-0021,Prison Legal News v. Ryan,Prison Conditions,No,7,48009,47029,47032
train,DR-CA-0053,Civil Rights Education and Enforcement Center (CREEC) v. Hospitality Properties Trust,Disability Rights-Pub. Accom.,Yes,9,71354,70254,70163
train,FA-KY-0004,Maryville Baptist Church v. Beshear,Speech and Religious Freedom,No,21,163581,158144,157906
train,EE-SC-0012,EEOC v. EZ MONEY INC (d/b/a EZ CHECK CASHING),Equal Employment,No,3,4493,4493,4493
train,EE-PR-0012,EEOC v. Lausell,Equal Employment,No,4,4887,4827,4830
train,EE-NY-0104,EEOC v. MINADO RESTAURANT,Equal Employment,No,3,6503,6359,6364
train,IM-PA-0015,City of Philadelphia v. Sessions,Immigration and/or the Border ,No,27,593035,567535,567646
train,FH-FL-0007,City of Miami v. Bank of America Corp.,Fair Housing/Lending/Insurance,No,9,74030,72878,72874
train,EE-IL-0115,"EEOC v. Servico Rolling Meadows, Inc.",Equal Employment,No,4,6476,6476,6478
